qid,pergunta,votos,nRespostas,views,tags,descricao,lastModifyed,socreatedAt
241090,Para que servem esses sql modes no mysql?,5,1,161,['mysql'],Aqui esta o código:,2018-03-24 15:44:15Z,2017-09-27T16:14:37
210534,Como o navegador google etc faz isso?,5,0,159,['google-chrome']," Como posso criar um esquema de url similar ao chrome e outros browsers etc?
Quero fazer com que o arquivo .html abra nesse esquema de url, assim como se fosse file://.
Em vez disso eu quero algo como new://index.html. 
Quero abrir arquivos locais usando esse esquema de url.",2018-03-24 15:44:15Z,2017-06-06T04:45:50
205312,Diferença entre Usuários e Logins,5,1,542,"['sql-server', 'sql-server-2016']",No SQL Server nós temos a opção de criar logins e database users. Qual é a diferença entre os dois?,2017-08-12 13:34:00Z,2017-05-17T13:47:50
190233,Erro: Trust anchor for certification path not found,5,0,1,"['android', 'ssl', 'retrofit']","Tenho uma aplicação Android, utilizando a biblioteca Retrofit para manipular requests, ao tentar fazer qualquer request em um android 5.0 ou inferior, recebo o seguinte log: I/call: java.security.cert.CertPathValidatorException: Trust anchor for certification path not found Utilizando android superior á versão 5.0, consigo fazer as requests normalmente. A aplicação está consumindo uma API própria, que utiliza SSL.",2021-07-11 14:03:45Z,2017-03-15T12:41:23
184850,Criar botões dinamicamente,5,1,1,"['android', 'button', 'grid']","Estou fazendo uma tela onde cadastro alguns usuários. Nessa tela, tenho um ScrollView com um Gridlayout dentro, com 2 colunas. Cada coluna tem 1 botão, que ao clicar, abre um link, no caso, do Youtube. Aí no JAVA faço o resto: Até aí blz, só que agora tá começando a ter muitos botões, e tá ficando meio difícil de continuar criando botão assim. Teria um jeito de criar botões dinamicamente, recuperando o nome e url do link do banco de dados ou algo parecido? 
Ia adicionar a imagem aqui pra ver como é o layout, mas ela fica muito grande. Edit
O layout fica assim:
http://imgur.com/uzEoq5l ",2021-07-11 14:03:45Z,2017-02-17T13:53:33
184388,Como converter texto utf-8 para ANSI. Delphi 2006,5,1,2,"['delphi', 'ansi', 'delphi-2006']","Como converter texto utf-8 para ANSI. As palavras que usam ""~"" e ""´"" estão saindo erradas, veja por exemplo o uso da palavra ""PREPARAÇÃO"" que está saindo: ""PREPARA 플O"" ao  gerar arquivo .CSV usando Delphi 2006.",2021-07-11 14:03:45Z,2017-02-15T18:17:30
176274,Como imprimir um PDF existente usando Poppler (Qt5)?,5,0,113,"['qt', 'poppler']","Estou usando Poppler para Qt5, mas revirei a documentação da API https://people.freedesktop.org/~aacid/docs/qt5/ para ler documentos PDF existentes, eu necessito colocar a funcionalidade de enviar para impressora, mas não tenho ideia de por onde começar, o máximo que fiz foi isto (ler o PDF): E para imprimir o documento PDF existente, a única coisa que consegui imaginar que eu possa fazer é copiar o PDF para uma imagem e imprimir posteriormente: Mas realmente isso parece bem trabalhoso, eu gostaria de saber, existe alguma maneira de poder fazer isso usando Poppler::Document + QPrinter, ou algo qualquer coisa que não seja salvar como imagem?",2017-08-12 13:34:00Z,2017-01-09T20:28:51
173674,Permitir Multiplos Usuarios por Browser,5,1,82,"['c#', 'asp.net', 'asp.net-identity']","Por exemplo, o Google permite que você mantenha n contas do Google amarzenadas no seu browser.  No caso do Google, ele cria uma variavel de controle chamada authuser que recebe um inteiro, ele passa esta variavel na url, seja através de uma rota ou na queryString e a utiliza para identificar qual o login o usuario está utilizando naquela aba. Gostaria de fazer algo semelhante com ASP.NET Identity",2021-07-11 14:03:45Z,2016-12-27T12:20:21
172864,Desenvolvimento windows CE Cortex-A9,5,1,144,"['lazarus', 'windows-ce', 'cortex-a']","Tenho um coletor Processador: Ti Cortex-A9 OMAP4430, desenvolvi uma alicação utilizando o lazarus 1.6.2, estou tentando compilar, estou recebo a seguinte mensagem:  Error: Illegal parameter: -CpCORTEXM3  Se colocar no Processador Alvo a opção ""Padrão"", eu consigo compilar mas a aplicação não funciona para esse tipo de processador.",2021-07-11 14:03:45Z,2016-12-21T16:53:07
169483,Erro no build ionic framework,5,2,80,"['javascript', 'bash', 'terminal']","Senhores, eu migrei pro linux e estou com uma dúvida/problema. Eu já tenho o android sdk instalado com suas respectivas dependências instaladas, eu rodo o comando android e me abre o sdk manager normalmente, coloquei as variáveis de ambiente no arquivo .zshrc (mesmo que .bash_profile): E mesmo assim, quando vou rodar o ionic build android, eu recebo a mensagem que está na foto. Estou me esquecendo de algo? ",2021-07-11 14:03:45Z,2016-12-03T16:54:16
164112,Permitir acesso da Câmera e do Microfone para um WebView pelo Xamarin Android,5,0,791,"['c#', 'android', 'xamarin', 'streaming']","Eu criei um aplicativo webRTC que me permite fazer streaming de audio e video via usando javascript, agora eu preciso que pelo meu Android eu consiga acessar atráves de um app que estou desenvolvendo.   Estou usando um WebView para carregar a URL no aplicativo, porém parece que o WebView está bloqueando o acesso à Camera e Microfone do celular. Já tentei várias maneiras de solucionar este problema, mas nada resolveu isto. Observação: O streamming funciona corretamente no navegador do Android, porém aparece uma menssagem pedindo permição de acesso da câmera e do microfone. AndroidManifest xml: Código em C# Tentei usar a classe PermissionRequest, porém ele está gerando o seguinte erro: 
 Minha tentativa foi a seguinte: Finalmente consegui entender um pouco do OnPermissionRequest, porém quando inicio o APP apresenta o seguinte erro:  Aqui está o meu código atual: Por favor me ajudem, estou apanhando feio aqui!",2017-03-31 14:44:23Z,2016-11-08T12:48:08
164016,Como ordenar uma div por um atributo string com jQuery?,5,0,837,"['jquery', 'classificação']","Estou a desenvolver uma lista que tem o cabeçalho ""ID"" e ""Status"" e o seus valores de ID e de Status,eu tambem defini um input do tipo hidden para ação. Segue exemplo: Então, para que a ordenação funcione, escrevi o seguinte código. Só que o console de erros do JS está exibindo o seguinte erro: ""statusList.reverse is not a function"". Além disso, a ordenação 'ASC' não está funcionando. Atualização: Consegui da seguinte maneira, era mais simples do que eu esperava,
o HTML continua o mesmo, somente o JavaScript mudou, vou deixar abaixo o código para que outras pessoas possam utilizar. Segue código:",2017-08-12 13:34:00Z,2016-11-07T20:59:22
154226,Imacro como reiniciar ou continuar o script,5,1,1,"['javascript', 'script', 'firefox', 'macro', 'automatização']","Tenho usado o imacro nesses sites de bicoins, e funciona perfeitamente o processo. porem não é 100%. Eu preciso de um código para colocar no final do processo do script que faça ele procurar a palavra no site, caso a encontre começar o processo de novo, caso não, esperar 3600 segundos. Quando erra aparece escrito: ""Incorrect captcha entered"" que seria pelo imacro:  E quando acerta: ""You win"" Segue o final do script:  Basicamente aqui ele fecha a Tab, cola o captcha no local certo e dá play, porém as vezes o captcha vem errado. Dai eu precisaria um uma função para que ele consiga distinguir se o processo deu certo ou não. Caso tenha dado certo, esperar os 3600 segundos, caso não, iniciar o script do início.",2021-03-21 02:02:35Z,2016-09-21T21:56:57
153933,Agrupar itens com diferença de data de 10 minutos entre sí,5,1,253,['mysql'],"Tenho uma tabela chamada tb_log, nela tenho alguns dados id, usuario_id, produto_id,..., data. Preciso agrupar os registros pela data da seguinte forma: Todos os registros que tiverem diferença de até 10 minutos entre si. Ou seja, se o primeiro e o segundo tiver uma diferença de 10 minutos, agrupa, se o terceiro tiver diferença de 10 minutos com o primeiro ou o segundo, entra no mesmo agrupamento.",2018-03-24 15:44:15Z,2016-09-20T19:51:38
137395,Chave Estrangeira entre bancos de dados diferentes,5,2,246,"['laravel', 'postgresql']",É possível fazer a ligação entre dois bancos de dados diferentes em uma Migration? Estou usando Postgres. O que eu tenho: Preciso de algo como:,2017-08-12 13:34:00Z,2016-06-27T18:10:06
